Sentence_ID,Source,Sentences,Labels,Entities,SentFIN_ID,Word Count
188,Financial Phrasebank,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",2,,,
189,Financial Phrasebank,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2,,,
190,Financial Phrasebank,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",2,,,
191,Financial Phrasebank,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,2,,,
192,Financial Phrasebank,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,2,,,
193,Financial Phrasebank,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2,,,
194,Financial Phrasebank,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,2,,,
195,Financial Phrasebank,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,2,,,
196,Financial Phrasebank,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,2,,,
197,Financial Phrasebank,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,2,,,
198,Financial Phrasebank,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",2,,,
199,Financial Phrasebank,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",2,,,
200,Financial Phrasebank,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,2,,,
201,Financial Phrasebank,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,2,,,
202,Financial Phrasebank,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",2,,,
203,Financial Phrasebank,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",2,,,
204,Financial Phrasebank,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",2,,,
205,Financial Phrasebank,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",2,,,
206,Financial Phrasebank,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",2,,,
207,Financial Phrasebank,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",2,,,
208,Financial Phrasebank,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2,,,
209,Financial Phrasebank,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",1,,,
210,Financial Phrasebank,"In addition , Kone signed a two-year maintenance contract for the escalators .",2,,,
211,Financial Phrasebank,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",2,,,
212,Financial Phrasebank,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",2,,,
213,Financial Phrasebank,"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",2,,,
214,Financial Phrasebank,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",2,,,
215,Financial Phrasebank,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2,,,
216,Financial Phrasebank,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",2,,,
217,Financial Phrasebank,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",2,,,
218,Financial Phrasebank,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",2,,,
219,Financial Phrasebank,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",2,,,
220,Financial Phrasebank,Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,1,,,
221,Financial Phrasebank,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,2,,,
222,Financial Phrasebank,Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,1,,,
223,Financial Phrasebank,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2,,,
224,Financial Phrasebank,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",2,,,
225,Financial Phrasebank,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,2,,,
226,Financial Phrasebank,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",2,,,
227,Financial Phrasebank,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",2,,,
228,Financial Phrasebank,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",2,,,
229,Financial Phrasebank,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",2,,,
230,Financial Phrasebank,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",2,,,
231,Financial Phrasebank,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",2,,,
232,Financial Phrasebank,"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees .",1,,,
233,Financial Phrasebank,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",2,,,
234,Financial Phrasebank,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,2,,,
235,Financial Phrasebank,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",2,,,
236,Financial Phrasebank,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",2,,,
237,Financial Phrasebank,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,2,,,
238,Financial Phrasebank,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",2,,,
239,Financial Phrasebank,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,2,,,
240,Financial Phrasebank,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",2,,,
241,Financial Phrasebank,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,2,,,
242,Financial Phrasebank,Operating profit rose to 22.1 mln eur from 19.9 mln .,2,,,
243,Financial Phrasebank,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,2,,,
244,Financial Phrasebank,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,2,,,
245,Financial Phrasebank,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,2,,,
246,Financial Phrasebank,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,2,,,
247,Financial Phrasebank,Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,2,,,
248,Financial Phrasebank,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,2,,,
249,Financial Phrasebank,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,2,,,
250,Financial Phrasebank,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,2,,,
251,Financial Phrasebank,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,2,,,
252,Financial Phrasebank,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,2,,,
253,Financial Phrasebank,"Operating profit surged to EUR21m from EUR106 ,000 .",2,,,
254,Financial Phrasebank,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",2,,,
255,Financial Phrasebank,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",2,,,
256,Financial Phrasebank,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",2,,,
257,Financial Phrasebank,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",2,,,
258,Financial Phrasebank,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",2,,,
259,Financial Phrasebank,Orders received grew by 55 % year-on-year to EUR732m .,2,,,
260,Financial Phrasebank,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,2,,,
261,Financial Phrasebank,Passenger volumes rose by 8.4 % in the accounting period .,2,,,
262,Financial Phrasebank,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,2,,,
263,Financial Phrasebank,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",2,,,
264,Financial Phrasebank,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,2,,,
